Contenido,Cluster
lights] Queensway Government Offices^ (from 17 January 2004) [searchlights] The Chinese People's Liberation Army Forces Hong Kong Building (from 17 January 2004) [searchlights/projection lighting] Bank of China Tower (from 17 January 2004) [LED lights/searchlights] Cheung Kong Center^ (from 17 January 2004) [Optical Fiber] HSBC Main Building^ (from 17 January 2004) [LED lights/searchlights] Hong Kong City Hall (from 17 January 2004) [LED lights] Jardine House^ (from 17 January 2004) [searchlights/projection lighting] One Exchange Square (from 17 January 2004) [searchlights/projection lighting] Two Exchange Square (from 17 January 2004) [searchlights/projection lighting] Two International Finance Centre^ (from 17 January 2004) [laser] One International Finance Centre,1
(from 17 January 2004) [laser] The Center (from 17 January 2004) [LED lights],1
"Since 23 December 2005, Symphony of Lights extended to the Kowloon peninsula (including the Tsim Sha Tsui and Hung Hom).",1
"There was a building added in Hong Kong Island: AIA Central (from 23 December 2005) [LED lights]There were 12 buildings added in Kowloon Peninsula in 2005, from west to east including: Star House (from 23 December 2005) [projection lighting] Hong Kong Cultural Centre^ (from 23 December 2005) [searchlights/projection lighting] One Peking^ (from 23 December 2005) [searchlights] Hong Kong Museum of Art^ (from 23 December 2005) [LED lights/searchlights/projection lighting] The Peninsula Hong Kong (from 23 December 2005) [simple lighting ] Avenue of Stars (from 23 December 2005) [searchlights/LED lights] Hotel Panorama^ (from 23 December 2005) [projection lighting] New World Centre^ (from 23",1
December 2005) [searchlights](Under redevelopment) Tsim Sha Tsui Centre (from 23 December 2005) [LED lights/searchlights] Empire Centre^ (from 23 December 2005) [LED lights/searchlights] InterContinental Grand Stanford Hong Kong (from 23 December 2005) [simple lighting] Hong Kong Coliseum (from 23 December 2005) [LED lights/searchlights/projection],1
"There are two building added in Hong Kong Island, from east to west include: Bank of America Tower (from 1 May 2007) [LED lights] Standard Chartered Bank Building (from 1 May 2007) [LED lights]There are nine (official will Gateway Tower 5 building combined) building was added in Kowloon Peninsula, from west to east include: The Gateway – Harbour City (from 1 May 2007) [LED lights/searchlights] Ocean Terminal – Harbour City (from 26 June 2007) [projection lighting] Langham Place (from 26 June 2007)[LED lights/searchlights] 26 Nathan Road^ (from 1 May 2007) [LED lights] K11 (from 26 June 2007)[laser] Harbourview Horizon All-Suite Hotel",1
(from 26 June 2007)[LED lights] Harbourfront Horizon All-Suite Hotel (from 26 June 2007)[LED lights] EMax (from 26 June 2007) [searchlights] Megabox (from 1 October 2007) [LED lights/searchlights],1
There was a building added in Kowloon in 2012: International Commerce Centre (from 1 May 2012) [LED lights/laser]There was a building added in Hong Kong Island in 2014: CCB Tower (from first 2014) [LED lights/laser]There was a building added in Kowloon in 2014: Kai Tak Cruise Terminal (from late 2014) [Searchlights],1
"To celebrate the arrival of the year 2008, on New Year's Eve of 2007, pyrotechnics were added to the show on the rooftops of participating buildings on both sides of the harbour.Moreover, for the last 20 seconds before entering the year of 2008 (23:59:40), Two International Finance Centre started firing pyrotechnic fireworks from the outer walls, which face the Victoria Harbour, and counting down.",1
"For the first 2 minutes of the year 2008, (24:00:00), 18 of the participating buildings of both sides of the harbour had a themed pyrotechnic show, along with Two International Finance Centre, to celebrate the arrival of the new year. Reuters Earth TV broadcast the show live to the whole world on that night.",1
"Thousands of spectators gathered along both sides of Victoria Harbour for Hong Kong's 2009 New Year Countdown celebrations. Before entering the new year, there was a 60-second countdown by LED lights with pyrotechnic effects launched on facades of the two International Finance Centre towers.",1
